subclone_1,subclone_2,subclone_3,total_tumor,days
993543.2374148748,0.011421869407932128,2079.3795160395966,995622.6283527839,364
1001096.995356285,0.011361736437381125,2067.70638743146,1003164.713105453,365
1008701.7543983194,0.011302495544520206,2056.259147948689,1010758.0248487636,366
1016357.7604357414,0.011244128730461008,2045.0335875857784,1018402.8052674559,367
1024065.2592249205,0.011186618449289224,2034.0256070293617,1026099.2960185683,368
1031824.4963838329,0.011129947608064579,2023.231217658215,1033847.7387314388,369
1039635.7173920608,0.011074099566820842,2012.6465415432538,1041648.3750077037,370
1047499.1675907932,0.011019058138565829,2002.2678114475348,1049501.446421299,371
1055415.0921828253,0.010964807589281395,1992.0913708262551,1057407.1945184593,372
1063383.7362325585,0.010911332637923436,1982.1136738267523,1065365.8608177179,373
1071405.3446660012,0.010858618456421894,1972.3312852885051,1073377.6868099081,374
1079480.1622707676,0.010806650669680753,1962.740880743132,1081442.9139581614,375
1087608.4336960786,0.010755415355578033,1953.339246414393,1089561.7836979083,376
1095790.4034527612,0.010704899044965806,1944.1232792181884,1097734.5374368783,377
1104026.3159132493,0.01065508872167018,1935.0899867625585,1105961.4165551006,378
1112316.4061531133,0.010605312662475825,1926.2358666901791,1114242.6526251163,379
1120660.8990134571,0.010554401133963161,1917.5567053960872,1122578.4662732545,380
1129060.0375089264,0.01050274045815715,1909.0495336499785,1130969.097545317,381
1137514.063919176,0.010450741733199416,1900.7114674146026,1139414.7858373325,382
1146023.2191347752,0.010398790858107488,1892.5396654726237,1147915.7691990389,383
1154587.7426572065,0.010347248532774798,1884.531329426619,1156472.2843338817,384
1163207.872598867,0.010296450257970682,1876.6837036990803,1165084.5665990163,385
1171883.845683067,0.01024670633534038,1868.994075532412,1173752.8500053058,386
1180615.897244032,0.010198301867405035,1861.4597749889328,1182477.3672173228,387
1189404.2612269006,0.010151496757561692,1854.0781749508756,1191258.3495533483,388
1198249.1701877252,0.010106525710083301,1846.8466911203857,1200096.0269853713,389
1207150.855293473,0.010063598230118716,1839.7627820195235,1208990.6281390907,390
1216109.5463220244,0.010022898623692692,1832.823948990262,1217942.3802939134,391
1225125.4716621744,0.00998458599770589,1826.0277361944884,1226951.5093829548,392
1234198.8583136315,0.009948794259934873,1819.3717306140043,1236018.2399930398,393
1243329.9318870185,0.009915632119032108,1812.8535620505234,1245142.7953647012,394
1252518.9166038719,0.009885183084525963,1806.4709031256746,1254325.3973921805,395
