subclone_1,subclone_2,subclone_3,subclone_4,total_tumor,days
36249.68419610015,2702.03236429847,0.0,0.07332062847503902,38951.7898810271,213
36516.82850264295,2650.7589452894,0.0,0.0712462391248494,39167.65869417148,214
36785.9356535882,2600.8273118806505,0.0,0.06924512313654436,39386.832210591994,215
37057.019927940004,2552.200490558768,0.0,0.06731430917844947,39609.28773280795,216
37330.095711644106,2504.842393689585,0.0,0.06545093602618669,39835.003556269716,217
37605.177497587894,2458.7178195182255,0.0,0.06365225256267443,40063.95896935868,218
37882.27988560041,2413.7924521690993,0.0,0.061915617778127485,40296.13425338729,219
38161.41758245232,2370.032861645906,0.0,0.060238500770057116,40531.510682599,220
38442.60540185595,2327.406503831633,0.0,0.05861848074327098,40770.070524168324,221
38725.85826446528,2285.881720488556,0.0,0.057053247009873166,41011.79703820084,222
39011.1911978759,2245.427739258239,0.0,0.05554059898926418,41256.674477733126,223
39298.619336625095,2206.0146736615347,0.0,0.054078446208140965,41504.68808873284,224
39588.15792219175,2167.6135230985838,0.0,0.05266480830049686,41755.824110098634,225
39879.822302996414,2130.196172848815,0.0,0.051297815007621664,42010.06977366024,226
40173.62823413861,2093.734928897741,0.0,0.04997684466280685,42267.41313988101,227
40469.59151749269,2058.203177631416,0.0,0.0487012122046203,42527.84339633631,228
40767.72769635478,2023.5755827764538,0.0,0.047468893212269665,42791.350748024444,229
41068.052442695924,1989.8273476534705,0.0,0.046277932713598924,43057.92606828211,230
41370.581557393976,1956.934214781941,0.0,0.045126446049218366,43327.56089862197,231
41675.33097023357,1924.8724658801968,0.0,0.04401261887250465,43600.24744873263,232
41982.316739906106,1893.618921865427,0.0,0.042934707149600744,43875.97859647868,233
42291.55505400981,1863.1509428536779,0.0,0.04189103715941598,44154.74788790065,234
42603.06222904968,1833.446428159853,0.0,0.040880005493626026,44436.54953721503,235
42916.854710437496,1804.4838162977132,0.0,0.039900079056672866,44721.37842681426,236
43232.94907249183,1776.242084979877,0.0,0.03894979506576486,45009.230107266776,237
43551.36201843805,1748.7007511178203,0.0,0.03802776105087667,45300.100797316925,238
43872.11038040831,1721.8398708218758,0.0,0.03713265485474934,45593.98738388504,239
44195.21111944155,1695.640039401234,0.0,0.0362632246328902,45890.88742206741,240
